"BIN","AT_CG_AAA(TTT)","AT_CG_AAC(TTG)","AT_CG_AAG(TTC)","AT_CG_AAT(TTA)","AT_CG_ATA(TAT)","AT_CG_ATC(TAG)","AT_CG_ATG(TAC)","AT_CG_ATT(TAA)","AT_CG_CAA(GTT)","AT_CG_CAC(GTG)","AT_CG_CAG(GTC)","AT_CG_CAT(GTA)","AT_CG_CTA(GAT)","AT_CG_CTC(GAG)","AT_CG_CTG(GAC)","AT_CG_CTT(GAA)","AT_GC_AAA(TTT)","AT_GC_AAC(TTG)","AT_GC_AAG(TTC)","AT_GC_AAT(TTA)","AT_GC_ATA(TAT)","AT_GC_ATC(TAG)","AT_GC_ATG(TAC)","AT_GC_ATT(TAA)","AT_GC_CAA(GTT)","AT_GC_CAC(GTG)","AT_GC_CAG(GTC)","AT_GC_CAT(GTA)","AT_GC_CTA(GAT)","AT_GC_CTC(GAG)","AT_GC_CTG(GAC)","AT_GC_CTT(GAA)","AT_TA_AAA(TTT)","AT_TA_AAC(TTG)","AT_TA_AAG(TTC)","AT_TA_AAT(TTA)","AT_TA_ATA(TAT)","AT_TA_ATC(TAG)","AT_TA_ATG(TAC)","AT_TA_ATT(TAA)","AT_TA_CAA(GTT)","AT_TA_CAC(GTG)","AT_TA_CAG(GTC)","AT_TA_CAT(GTA)","AT_TA_CTA(GAT)","AT_TA_CTC(GAG)","AT_TA_CTG(GAC)","AT_TA_CTT(GAA)","GC_AT_ACA(TGT)","GC_AT_ACC(TGG)","GC_AT_ACG(TGC)","GC_AT_ACT(TGA)","GC_AT_AGA(TCT)","GC_AT_AGC(TCG)","GC_AT_AGG(TCC)","GC_AT_AGT(TCA)","GC_AT_CCA(GGT)","GC_AT_CCC(GGG)","GC_AT_CCG(GGC)","GC_AT_CCT(GGA)","GC_AT_CGA(GCT)","GC_AT_CGC(GCG)","GC_AT_CGG(GCC)","GC_AT_CGT(GCA)","GC_CG_ACA(TGT)","GC_CG_ACC(TGG)","GC_CG_ACG(TGC)","GC_CG_ACT(TGA)","GC_CG_AGA(TCT)","GC_CG_AGC(TCG)","GC_CG_AGG(TCC)","GC_CG_AGT(TCA)","GC_CG_CCA(GGT)","GC_CG_CCC(GGG)","GC_CG_CCG(GGC)","GC_CG_CCT(GGA)","GC_CG_CGA(GCT)","GC_CG_CGC(GCG)","GC_CG_CGG(GCC)","GC_CG_CGT(GCA)","GC_TA_ACA(TGT)","GC_TA_ACC(TGG)","GC_TA_ACG(TGC)","GC_TA_ACT(TGA)","GC_TA_AGA(TCT)","GC_TA_AGC(TCG)","GC_TA_AGG(TCC)","GC_TA_AGT(TCA)","GC_TA_CCA(GGT)","GC_TA_CCC(GGG)","GC_TA_CCG(GGC)","GC_TA_CCT(GGA)","GC_TA_CGA(GCT)","GC_TA_CGC(GCG)","GC_TA_CGG(GCC)","GC_TA_CGT(GCA)"
35,4e-04,0,0,8e-04,0.0025,0,0.0024,0,0,0,0,0.0022,0,0.0013,0,0.0041,4e-04,0.0037,0.003,0.0023,0.0075,0.0011,0.0059,0.0016,0.0035,0.0077,0.0018,0.0033,0.0025,0.002,0.0025,0,7e-04,0,0.001,0.0015,8e-04,0.0011,0,0,9e-04,0,0,0.0011,0,0,0,0,0.0061,0.0047,0.0158,0.0044,0.0022,0.0091,0.0038,0.0059,0.0068,0.0027,0.0195,0.0032,0.0086,0.0475,0.011,0.0169,0.0023,0,0.0029,0,0.0045,0.0015,0,0.0017,0.0023,0,0.0012,0.0048,0.0029,0,0,0.0031,8e-04,0,0.0014,0,0.0015,0.0015,0.0023,8e-04,0,9e-04,0.0012,0,0.0014,0.0084,0.0012,0
36,0.002,0.0027,0,0.0025,0,0,0.0016,0,0,0,0.0025,0.0017,0.0016,0,0.0013,0.0014,0.002,0.0053,0.0041,0,0.0098,0.0016,0,0.0037,0,0.0011,0.0025,0.005,0.0016,0.0019,0.0013,0.0042,0.0025,0.0027,0,0,0,0.0016,0,0,0,0,0,0.0017,0.0032,0,0,0.0014,0.0033,0.0067,0.0094,0.0024,0.0061,0.0062,0.0022,0.0061,0.0034,0.0106,0.0145,0.0044,0.0069,0.0455,0,0.0147,0,0,0,0.0024,0.0071,0,0.0022,0.0024,0.0023,0,0,0,0.0023,0,0,0,0.0011,0,0.0071,0,0.004,0,0,0.0036,0.0023,0.0013,0.0021,0,0,0.0045,0,0
37,0.0017,0,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0.0017,0.0044,0,0.0077,0,0.0028,0.0065,0.005,0,0.0014,0,0.0059,0,0.0044,0.0016,0,8e-04,0,0,0,0,0,0.0032,0,0,0,0,0.0029,0,0,0.0016,0.0024,0.0019,0.0042,0.0088,0.0019,0,0.0073,0.0029,0.0053,0.0014,0.0028,0.0052,0.0014,0.0298,0.0486,0.0122,0.0086,0.0019,0,0,0,0.0016,0.0024,0.0029,0.0018,0,0.0014,0.0034,0,0.005,0,0.0017,0,0,0.0014,0.0059,0,0,0.0024,0,0,0.0014,0.0014,0.0017,0,0,0.0029,0,0
38,5e-04,0,0.0013,0,0,0,0,0,0.0026,8e-04,0.0027,0,0,0.0013,0.0028,0,0.0015,0,0.0013,0.0057,0.0081,0.0016,0.0068,0.0057,0.0026,0.0024,9e-04,0.0068,0.0032,0.0013,0.0028,0.0026,0.001,0.0013,0,0.0014,0.002,0,0.0017,0.0014,0.0026,0,0.0018,0.0017,0.0016,0,9e-04,0.0013,0.0062,0.0035,0.0125,0.0043,0.0019,0.0054,0.0023,0.0042,0.0058,0.004,0.0078,0.004,0.011,0.037,0.0162,0.0063,0.0021,0.0017,0,0.0033,0.0029,0.0027,0.0023,0.0021,0,8e-04,0.0029,0,0.0028,0.0032,0.001,0,0.001,0,0.0016,0.0011,0,0,8e-04,0.0021,0,0,0.001,8e-04,0.0028,0.0032,0.0019,0
39,8e-04,0.0023,0,8e-04,0,9e-04,0.0011,0,8e-04,0.0021,0.0012,0.0021,0,0.0016,0,0,0.0019,0.0015,0.0036,0.0034,0.0055,0.0028,0.0074,0.0058,0.0016,0.0021,0.0024,0.0041,0.0056,0.0033,0.0017,0.0026,3e-04,8e-04,0,0.0025,0.0014,0,0,0.0025,8e-04,0.001,6e-04,0,9e-04,4e-04,0.0023,0,0.0014,0.0051,0.0206,0.0084,0.0029,0.0217,0.0027,0.0018,0.0058,0.0032,0.0173,0.004,0.0175,0.0555,0.0173,0.0141,0,0.001,0.0019,6e-04,0.0041,0.0045,0.0011,0.0012,0.0021,0.0013,7e-04,0.0025,0.0033,0,0.0013,0.0011,7e-04,0.001,9e-04,6e-04,0.0012,0.0027,0.0011,6e-04,0.001,0.0019,0.0021,0.001,0.0017,0.0028,0.0033,0
40,9e-04,0,0,0,0.0016,0,0,0,0.0026,9e-04,0.001,0,0.0031,0,0.001,0.0017,0.0014,0,0.0036,0.0093,0.0016,0.0016,0.0051,0.0054,0.0026,0.0044,0.0029,0.0017,0.0031,7e-04,0.0041,0.0051,9e-04,0,0,0.0013,0,0,0.0034,0.0027,0,0.0017,0,0.0017,0.0031,0.0021,0,0,0.0034,0.0026,0.0107,0.0032,0.003,0.0174,0.0054,0.0078,0.0044,0.0055,0.0103,0.0029,0.0031,0.0414,0.0196,0.018,0.0034,9e-04,0.0018,0,0.001,0.0032,0,0.0022,9e-04,0,0.0011,0,0,0,0.0012,0,0,9e-04,0.0036,0.0011,0.001,0,0,0,0.0026,0.0022,0.0034,0,0,0.0046,0.0012,0
41,0.001,0.0011,0.0011,0.0023,0.0012,0,0.0014,0.0023,0,0,0,0.0029,0,7e-04,0.0018,0,0.0014,0.0045,0.0032,0.0058,0.0035,0,0.0042,0.0046,0.0048,0.0017,0.002,0.0115,0,0,0.0027,0.001,0.001,0,0.0011,0,0.0012,0.0016,0,0,0,9e-04,0,0,0,0,0,0.002,0.0056,0.006,0.0107,0.0031,0.0038,0.0164,0.0026,0.0041,0.0019,0.0033,0.0184,0.0062,0.0092,0.021,0.0076,0.0088,0.0019,0,0,0,0.0015,0.0049,0.0026,0.0031,0,8e-04,0.0023,0.0015,0,0,0,0.0018,0.0028,0.0026,0.003,0.0031,0.0015,0,0.0026,0.002,9e-04,0.0016,0,8e-04,0.0015,0,0.0022,0
42,5e-04,0,0,0.0014,0,0.0016,0,0,0.0012,0.0017,0,0.0016,0,6e-04,0,0,5e-04,0.0023,0.0013,0.0029,0.0041,0.0048,0,0.0068,0.0012,8e-04,0.001,0.0033,0.0045,0.0013,0.0036,0.0026,0.001,0,0,0.0014,0.0021,0.0016,0,0,0,0.0017,0.001,0,0,6e-04,0,0,0.0032,0.004,0.0127,0,9e-04,0.0167,0.004,0.0021,0.0025,0.0033,0.0251,0.0054,0.0107,0.0238,0.0118,0.0053,0.0011,8e-04,0.0016,0,9e-04,0,8e-04,0.001,0.0017,0,0.0021,8e-04,0,0.0022,0,0,0.0021,8e-04,0.0016,0,0,0.0015,8e-04,0.0031,0.0025,8e-04,0,0.0015,0,0.0087,0,0
43,5e-04,0.0012,0,0.0013,0.0028,0,0.0017,0,0.0013,0,0.0026,0,0,0,0,0.0012,0.0032,0.0025,0.0024,0.0039,0.0014,0.0018,0.0034,0.0036,0,0.0012,0.0052,0.0048,0,0,0.0025,0.0035,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0.0012,0.0012,0.0035,0.0046,0.0057,0.0039,0.0019,0.0198,0.0021,0.0075,0.0046,0.0037,0.0094,0.0021,0.0081,0.0299,0.0242,0.0165,0,0,0.0019,0.0052,0.0019,0.0025,0.001,0.0012,0,0.0037,0,0.001,0,0.0037,0,0,0.0012,0.0023,0,0,0.0019,0,0.001,0.0012,0.0011,0.0025,0.0019,0,0,0,0.0056,0.0071
44,0,0.0036,0.0019,0.0019,0,0,0,0,0,0.0016,0.0019,0,0,0,0.0018,0.002,0.0023,0,0.0038,0.0019,0.0104,0,0.0045,0.0057,0.0053,0.0031,0,0.0066,0.0024,0,0.0035,0.002,0,0,0,0.0019,0.0021,0.0024,0.0022,0,0.0018,0.0016,0.0039,0,0,0,0,0,0.0014,0.0032,0.0333,0.0036,0.006,0.0412,0.0034,0.0018,0.0048,0.0021,0.0258,0.0033,0.0195,0.0709,0.0152,0.017,0,0.0032,0,0,0,0.0103,0,0.0018,0.0016,0.0021,0.0032,0,0,0,0.003,0,0.0014,0.0016,0.003,0.0018,0,0,0,0.0018,0,0.0021,0.0032,0,0,0,0.003,0.0034
45,0.0013,0,0.0014,0.0013,0.0013,0,0,0.0013,0.0016,0,0,0,0,0,0.002,0,0.0033,0.0048,0.0029,0,0.0148,0.0019,0.0022,0.0067,0.0049,0.0018,0.0037,0.0061,0,0.0014,0.0059,0,7e-04,0,0,0.0013,0.0027,0,0.0022,0,0,0,0,0,0,0,0.002,0,0.0059,0,0.0097,0.0034,0.006,0.0267,0.0085,0.0049,0.0031,0.0055,0.0219,0,0.0094,0.1084,0.0135,0.0192,0.0029,0,0,0,0.0024,0,0.0028,0.0016,0.0015,0,0,0.0015,0.0031,0,0.0034,0,0.0029,0.0035,0.0032,0,0.0024,0,0,0.0016,0.0046,0.0018,0,0,0.0031,0,0,0.0077
46,0.0018,0.0023,0,0.0022,0,0,0.0053,0,0,0,0,0,0,0,0,0,9e-04,0.0046,0,0,0.0054,0,0,0.0023,0.0022,0.0035,0.0069,0.0054,0,0,0.0044,0.004,0.0018,0,0,0.0022,0,0.0032,0,0.0023,0,0,0,0,0,0.0015,0.0022,0,0.0084,0.0038,0.0113,0.0066,0,0.0153,0.0018,0.0068,0.0038,0.0069,0.0102,0.0072,0.0206,0.0247,0.0199,0.011,0,0,0,0,0.0016,0,0.0018,0.0023,0.0019,0,0,0.0018,0,0,0.0066,0,0.0017,0,0.0038,0.0022,0.0016,0,0.0018,0,0,0,0.0034,0,0.0041,0,0.0033,0.0037
47,6e-04,0,0,0,0,0,0,0,0.0026,0.0011,0.0012,0.0067,0,0,0,0,0.0011,0.0025,0,0.0027,0.0062,0.0051,0.0053,0.0026,0.0013,0.0011,0.0082,0.0033,0.0017,0.0037,0,0,0.0017,0.0012,0.0013,0.0027,0,0.0017,0,0,0.0013,0,0.0012,0.0017,0.0017,0,0.0012,0.0013,0.0033,0.0034,0.0113,0.0049,0.001,0.0123,0.003,0.0036,0.0021,0.0064,0.008,0.0065,0.0019,0.0484,0.0152,0.0135,0.0011,0.0011,0.0038,0,0.001,0.0041,0,0.0036,0,0.0021,0,0.0033,0,0,0.0046,0,0.0033,0.0023,0.0038,0.0012,0.002,0,0.001,0,0.0031,0.0021,0.0032,0,0,0,0.0015,0.0045
48,6e-04,0,0,0,0,0,0,0.0015,0,0.0012,0.0014,0.0018,0,0,0.0015,0,0,0.0032,0,0.0065,0.0017,0.0076,0,0.0061,0.006,0,0.0014,0.0055,0.004,0.0022,0.003,0,6e-04,0,0.0015,0,0.0034,0,0,0.0015,0,0,0.0041,0.0018,0.004,0,0,0.0034,0.0037,0.0027,0.0124,0.0045,0.005,0.0167,0.0012,0.004,0.006,0.0015,0.0199,0.0013,0.0166,0.0535,0.0066,0.0129,0.0012,0,0,0.003,0.0025,0.0024,0,0.0013,0,0.0031,0.0022,0.0013,0,0,0.0022,0,0.0012,0.0013,0,0,0,0,0.0024,0.0026,0,0,0.0022,0.0013,0,0.0107,0,0.0077
49,0,0,0.0052,0.0022,0,0,0,0,0.002,0,0,0,0.0028,0.0012,0,0,8e-04,0.008,0,0.0022,0.0119,0,0.0084,0.0022,0.002,0.0072,0.0017,0.0028,0,0,0.0034,0.0025,8e-04,0,0,0.0089,0,0,0.0028,0.0022,0,0.0014,0,0,0.0028,0.0012,0,0,0.0017,0,0.024,0.0035,0,0.0077,0.0088,0.0097,0.003,0.0018,0.0128,0.006,0.0191,0.0635,0.0174,0.0108,0.0017,0,0,0,0,0.0026,0.0015,0.0019,0,0.0018,0.0043,0.0015,0.0054,0,0.0022,0,0,0.003,0.006,0,0.0018,0,0,0,0,0.007,0,0,0,0.0053,0.0022,0.0027
50,0.0022,0.0011,0,0,0.0021,0,0,0.0036,0,0.0014,8e-04,0,0,0.0011,0.0025,0.0012,0.0019,0.0054,0.0012,0,0.0086,0.0038,0.0085,0.0048,0.001,0.0027,0.0016,0.0044,0.0014,0.0034,8e-04,0.0012,0,0,0,0.0023,0.0021,0.0025,0.0042,0,0.001,0.0014,0,0,0,0,0,0,0.0075,0.0051,0.0236,0.0024,0.0042,0.0081,0.004,0.0037,0.0021,0.0052,0.0131,0.0022,0.016,0.0476,0.0256,0.0176,0,0.0014,0,0.0016,0.0017,0.0012,0.002,0.0028,0,9e-04,0,0.0015,0.0053,0.002,9e-04,0.0023,0.0019,0.0051,0.0031,0,0.0025,0.0012,0.0027,9e-04,7e-04,0.0017,0.0026,7e-04,0.0013,0.004,9e-04,0.0012
51,0.0012,0.0016,0,9e-04,0.0012,0,0.0022,0.0017,0,6e-04,0.0026,0,0.001,0.0013,0,0,0.0027,8e-04,0.001,0.0017,0.0094,0.0021,0.0011,0.0043,8e-04,0.0023,0.0013,0.0034,0.001,0.0022,0.0018,0,6e-04,0.0016,0.0019,0,0.0012,0.0021,0.0011,9e-04,8e-04,0,0,0,0,4e-04,6e-04,0,0.0076,0.0032,0.0136,0.004,0.0031,0.017,0.0023,0.0034,0.0023,0.002,0.01,0.0021,0.006,0.0559,0.0098,0.0055,0.0038,0.0016,0.0021,0.004,0.0019,0,0.0017,0.0013,6e-04,0.0014,8e-04,0,0.002,0,8e-04,0.0011,8e-04,0.0016,0,0.0013,0.0019,0,0.0017,0.0013,0.0017,0.002,8e-04,0,0.002,0.0019,0.0015,0.0033
52,0,0.0016,0.0019,0,0.0025,0.0022,0,0,0,0.0013,0,0.0021,0,0.0011,0,0,0.0013,0.0016,0.0019,0.0018,0.0075,0.0088,0,0.0036,0,0.0013,0,0.0064,0.0022,0,0.0014,0,0.0019,0,0,0.0036,0,0.0022,0,0,0,0.0013,0,0.0021,0,0,0,0,0.0044,0.0039,0.0156,0.0031,0.0041,0.0157,0.0039,0.0058,0.0026,0.0016,0.0196,0.0038,0.0225,0.0396,0.0093,0.0142,0,0,0,0,0,0,0.0013,0,0,0.0032,0.0059,0.0013,0.0022,0.0044,0,0.0028,0.003,0,0.0022,0,0,0.0026,0,0,0,0.0032,0,0,0.0022,0,0.0019,0
53,0.0016,8e-04,0,8e-04,0,0.0011,0,0.0022,0,0.001,0.001,0,0.0011,9e-04,0,0.0016,0.0032,0.0057,0.0023,0.0038,0.0071,0.0011,0.0065,0.0022,0.0042,0.001,0.0051,0.0033,0.0033,0.0037,0.0039,8e-04,0.0012,0,0,0,9e-04,0.0011,0,0,0.0017,0,0,0.0011,0.0011,9e-04,0,0,0.0089,0.0018,0.0101,0.0045,0.0014,0.0158,9e-04,0.0055,0.0036,0.0023,0.0128,0.0063,0.0033,0.0621,0.0124,0.0245,7e-04,0.0018,0.0017,0.0027,0.0014,0.0018,0.0018,0.0018,0.0018,0.0012,0.0021,9e-04,0.0017,0,0,0.0019,0.003,0.0018,0,0.0018,0.0014,0,0,0,0.0036,0.0012,0.0021,0,0,0,0.0021,0.0038
54,0.0017,0,0.002,0,0,0,0,0.0017,0.002,0,0,0,0,0,0,0,0.0017,0,0,0.0019,0.0058,0.0024,0.0067,0.0086,0.004,0,0,0.004,0,0.0018,0,0,0,0,0,0,0,0.0024,0.0022,0.0017,0,0.0017,0,0,0,0,0.0023,0,0.0078,0,0.0104,0.0059,0.0034,0,0.0091,0.0039,0.0033,0.0021,0.0221,0.0039,0.0037,0.0826,0.0172,0.0204,0.0016,0.0019,0,0,0,0,0.0018,0.0039,0.0033,0,0.0037,0,0.0074,0.0092,0,0,0,0,0.0035,0,0,0.004,0,0.0019,0.0033,0.0021,0,0,0.0037,0,0,0.0082
55,0.0037,9e-04,0.0017,0,0.0011,0,0.0022,9e-04,9e-04,0,0.0016,0,0,7e-04,0.0015,8e-04,0.0016,0.0018,0.0017,0.0027,0.0109,0.0035,0.0054,0.0056,0.0018,0.0016,8e-04,0.0053,0.0025,0.004,0.0023,0.0033,4e-04,9e-04,0,9e-04,0.0022,0.0035,0.0022,0,0,8e-04,8e-04,0.0011,0.0012,7e-04,0,8e-04,0.0045,0.0043,0.0138,0.005,0.0013,0.0043,0.0021,0.0068,0.003,0.0024,0.0133,0.0049,0.0182,0.0408,0.0136,0.0098,0.0022,0.0014,0.0014,8e-04,7e-04,0,7e-04,0.0017,0.0022,0.0033,0.0012,7e-04,0.0014,0,0,0,0.0015,0,0.0014,0,7e-04,0.0029,0.0014,0,0.0022,0,0.0036,0.0014,0,0.0068,0.0012,0.0028
56,9e-04,0,0.0027,0.0012,0,0,0,0,0.0012,0,0,0.0015,0,7e-04,0,0,5e-04,0,0.0041,0.0048,0.0071,0.0015,0.0029,0.0039,0.0035,0,0.0018,0.0062,0.0031,0.0014,0.002,0.004,5e-04,0,0.0027,0.0012,0.0036,0,0,0.0013,0,9e-04,9e-04,0.0031,0,7e-04,0.001,0,0.0022,0.0018,0.0054,9e-04,0.0029,0.007,0.0026,0.004,0.0043,0.0046,0.0058,0.0028,0.0098,0.043,0.0166,0.0131,0.0011,9e-04,0.0018,0,0.001,0.0014,9e-04,0.001,0.0017,0.0023,0.0012,9e-04,0,0.0025,0,0.0015,0.0011,0.0018,0.0036,0.0028,0,0.0014,0.0026,0.001,0.0017,0.0011,0.0012,9e-04,0.0016,0,0.0012,0.0015
57,9e-04,0,0,8e-04,0,0.001,0.001,0.0016,0,5e-04,6e-04,0.0011,0,0.002,0.0011,0.0017,0.0015,7e-04,0.0051,8e-04,0.0067,0.002,0.0041,8e-04,0.0022,0.0016,0.0036,0.0021,0.0029,4e-04,0.0046,0,3e-04,0,0,0.0032,0.0013,0.001,0.001,8e-04,0.0015,0.0016,6e-04,0.0021,0,4e-04,0.0017,9e-04,0.0084,0.0042,0.0185,0.0043,0.0038,0.0079,0.0047,0.0043,0.0075,0.0038,0.0179,0.0051,0.0153,0.0477,0.0155,0.0203,0,5e-04,0.001,0.0012,5e-04,0.001,0.001,0.0025,0.0011,0.0019,0.0015,0.001,0.001,0.0019,0.003,0.0032,7e-04,0.0016,0.0021,6e-04,5e-04,0,5e-04,0.0012,0.0022,0.0025,7e-04,0.0015,0,0,0.0015,0
58,0.0026,0.0016,9e-04,0,0,0,0,0,0,0.0012,0.002,0.0032,0,5e-04,0.0019,9e-04,9e-04,0,0.0027,0.0018,0.0077,0.0032,0.0033,0.0017,0.0016,0.0041,0.0033,0.0053,0.0021,0.0019,0.0026,0.0018,3e-04,0,0,0.0018,0,0.0011,0.0011,9e-04,8e-04,6e-04,0,0.0021,0,5e-04,6e-04,0,0.0088,0.0046,0.0169,0.0047,0.003,0.0119,0.0036,0.0046,0.0059,0.0024,0.0169,0.0049,0.0084,0.0406,0.013,0.0094,7e-04,6e-04,0,0.002,0.0012,0.0011,6e-04,0.0026,0.0012,8e-04,0.0018,0.0018,0.0021,0.0072,0.0019,0.0012,0.0022,6e-04,0.0036,7e-04,0.0012,0,6e-04,0.002,0.0018,0,9e-04,0.0018,0.001,0.0119,9e-04,0.0024
59,0.0012,0.0017,0,0,0,0.002,0.0021,0,0,0,0.0028,0,0,0,0,0,0.0024,0.0051,0.0018,0.0017,0.004,0.002,0.0064,0.0051,0.0033,0.0013,0.0014,0.0042,0.0021,0.004,0.0028,0.0018,6e-04,0.0017,0.0018,0,0.002,0.002,0,0,0,0,0,0.0021,0,0.001,0,0.0037,0,0.0013,0.0104,0.0029,0.0024,0.0157,0.0025,0.0057,0.0038,0.0044,0.0215,0.0037,0.0097,0.0417,0.0073,0.0106,0,0.0026,0.0026,0,0.0012,0.0022,0.0012,0,0.0025,0,0.002,0.0012,0.0024,0,0,0,0,0,0.0026,0.0029,0.0012,0,0.0025,0,0.0012,0,0.002,0.0024,0,0.0052,0,0
60,7e-04,0.0019,0,0,0,0.0024,0,0,0,0,0,0,0,0.0011,0,0,0.0015,0.0019,0.0024,0.0021,0.0038,0.0024,0.0047,0.0045,0.002,0.0041,0.0032,0.01,0.0024,0,0.0064,0,0,0,0,0.0042,0,0,0,0,0,0.0014,0.0016,0,0.0024,0,0.0016,0,0.0049,0.0056,0.0027,0.0016,0.0029,0.023,0.0031,0.0047,0.0031,0.0017,0.0149,0.003,0.0165,0.017,0.0154,0.0056,0.0033,0.0028,0,0.0016,0.0014,0.0051,0.0016,0,0.0031,0,0.0019,0,0,0,0,0,0.0033,0,0,0.0016,0,0,0,0.0016,0,0,0.0019,0,0.0024,0.0043,0.0019,0
61,0.0011,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0.0013,0,0.0011,0.0015,0,0.005,0.006,0,0.0039,0.0035,0.0015,0.001,0.0025,0.0062,0.0061,0.0018,0.0013,0.0038,6e-04,0,0,0.0017,0,0,0,0.0017,0.0015,0.001,0.0013,0.0021,0,9e-04,0.0025,0,0.0101,0.0033,0.0042,0.0055,0.0025,0.0083,0.0058,0.0026,0.0033,0.0028,0.0294,0.0046,0.0111,0.0594,0.0085,0.0098,0,0.0033,0,0.0041,0,0.0021,0,0.0013,0.0011,0.0014,0,0,0.0019,0,0.0017,0.0025,0.0038,0.0022,0.0042,0,0,0.0021,0.0012,0,0.0022,0.0042,0.0035,0.0011,0,0.005,0.0017,0.0025
62,0.0012,0,0,0,0,0,0.0037,0.0016,0.0015,0,0,0,0,0.0013,0,0,0.0025,0.0016,0.0028,0.0029,0.0015,0.0021,0.0018,0.0078,0.0029,0.0032,0.0038,0.0039,0.0021,0.0013,0.0033,0.0042,0,0.0016,0,0.0015,0.0015,0,0,0.0016,0.0015,0,0,0.0039,0,0,0,0,0.0078,0.0089,0.0116,0.005,0.0033,0.0035,0.0042,0.0032,0.0063,0.0056,0.0215,0.0014,0.0063,0.05,0.0096,0.0186,0.0013,0,0,0.0099,0.0033,0,0.0014,0.0016,0,0,0.0031,0,0,0,0,0,0,0.0015,0.0029,0.0017,0.0022,0.0035,0,0,0.0031,0,0,0,0.0031,0.0071,0.0032,0
63,0,0,0,0,0.0038,0.0031,0,0,0,0,0,0.0025,0,0,0.0059,0,0.001,0.0023,0,0.0042,0.0019,0.0031,0.0082,0.0039,0,0.0048,0.006,0.0025,0,0,0,0.0022,0,0.0023,0,0,0,0,0,0,0.0025,0,0,0,0,0,0.003,0,0.0056,0.0051,0.0043,0,0.0073,0,0.0066,0,0.0046,0.0062,0.0176,0,0.011,0.0526,0.0155,0.0158,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0.0052,0,0,0,0.0043,0,0,0,0.0022,0,0.0023,0.0031,0,0.0023,0,0,0.0052,0
64,7e-04,0,0,0,0,0.0021,0,0,0.0017,0,0.0039,0,0,0,0,0,0,0,0.003,0.0083,0.0063,0.0042,0.0038,0.0096,0.0035,0.0034,0.0058,0.009,0.0044,0.0015,0.0019,0.0015,0.0014,0,0,0,0,0,0.0038,0,0,0.0034,0,0.0018,0.0022,0.0015,0,0,0.0069,0,0.0057,0.0067,0.0039,0.014,0.0016,0.0049,0,0.0039,0.0105,0.0016,0.0113,0.0522,0.0101,0.0219,0.0014,0.0017,0.0028,0,0.0026,0.0035,0,0,0,0,0,0,0,0,0,0,0,0.0034,0,0,0.0013,0.0035,0,0.0016,0.0032,0,0,0.0016,0.0028,0,0.0034,0
65,0,0.0026,0,0,0.0015,0,0,0,0.0026,0,0.003,0,0,0,0,0,0,0.0026,0.0026,0,0.0045,0,0.003,0,0.0026,0.0026,0,0.0089,0,0.0046,0,0.0054,9e-04,0,0.0026,0,0,0.0035,0,0.0021,0,0,0.003,0.003,0,0,0.0033,0.0027,0.0113,0.008,0.0275,0.0049,0,0.011,0.0053,0.0022,0.0027,0.004,0.0169,0.0136,0.0163,0.0741,0.0364,0.0263,0.0023,0,0,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0,0,0,0.0055,0,0.0022,0,0,0.0113,0,0.0054,0,0.0061,0
66,0,0,0.0035,0,0,0,0,0.004,0,0,0,0,0,0.0067,0,0,0.0016,0,0.0035,0,0.0194,0,0.0065,0.004,0,0,0.0061,0.0058,0.0062,0,0,0,0,0,0,0,0.0032,0,0,0.004,0,0,0,0.0058,0.0062,0,0,0.0035,0.0074,0,0.0096,0.0116,0.0075,0.0112,0.0042,0.0104,0,0,0,0.0128,0.0103,0.0345,0,0,0,0.0056,0,0,0.005,0,0,0,0,0,0,0.0043,0,0,0,0.0115,0,0,0.0096,0.0058,0.0075,0,0,0,0.0053,0,0,0,0,0.069,0,0
67,0,0,0,0,0,0.0108,0.0039,0.0035,0,0.0029,0,0,0,0,0,0,0,0.0038,0,0,0.0054,0.0054,0.0116,0.0035,0,0.0029,0,0.0041,0,0.0043,0.0037,0,0.003,0,0,0,0,0,0,0,0,0,0.0039,0,0,0,0,0,0,0.0066,0.035,0,0.0042,0.0073,0.0081,0.007,0,0.0082,0.0327,0.0026,0.0159,0.0435,0.0063,0.0137,0,0,0,0,0.0021,0,0.0054,0.0035,0.0034,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063,0.0068
68,0.0011,0.006,0,0,0,0,0.004,0,0.0031,0.0021,0,0,0,0.0042,0,0,0.0034,0,0.0093,0,0.0118,0,0.008,0,0,0.0021,0.0028,0,0,0.0021,0.0059,0.0062,0.0011,0.006,0,0.003,0,0,0,0,0,0,0,0.0042,0,0,0,0,0.0044,0,0.0136,0.02,0.0049,0.0082,0.0074,0.0028,0.0054,0,0.0128,0.0023,0.0256,0.0594,0.0219,0.0134,0,0.0078,0,0,0,0.0082,0.0049,0,0,0.0027,0,0.0023,0,0,0.0031,0,0.0022,0,0.0045,0,0.0024,0.0041,0,0,0,0.0027,0.0032,0.0023,0.0043,0,0.0094,0
